product_id,branch_id,opening_stock,reorder_level,safety_stock,max_stock,current_stock,warehouse_bin,product_name,category,brand,last_purchase_date,estimated_age_days,inventory_age_category
P015,DEL001,223,75,60,387,100967,E12,Engine Block EB-600,Engine,Komatsu,2023-06-17,680,365+ Days
P015,PUN001,134,43,34,210,106048,A13,Engine Block EB-600,Engine,Komatsu,2023-06-17,680,365+ Days
P015,CHN001,239,91,57,370,113851,C20,Engine Block EB-600,Engine,Komatsu,2023-06-17,680,365+ Days
P015,HYD001,149,56,43,226,110035,A16,Engine Block EB-600,Engine,Komatsu,2023-06-17,680,365+ Days
P015,KOL001,292,116,81,508,96547,B18,Engine Block EB-600,Engine,Komatsu,2023-06-17,680,365+ Days
P015,AHM001,85,28,24,131,105135,A13,Engine Block EB-600,Engine,Komatsu,2023-06-17,680,365+ Days
P016,DEL001,242,84,66,434,104189,A02,Radiator RD-250,Cooling,JCB,2023-09-28,577,365+ Days
P016,PUN001,217,74,47,371,103006,A07,Radiator RD-250,Cooling,JCB,2023-09-28,577,365+ Days
P016,CHN001,180,71,45,309,112003,C19,Radiator RD-250,Cooling,JCB,2023-09-28,577,365+ Days
P016,HYD001,103,35,24,177,106040,A01,Radiator RD-250,Cooling,JCB,2023-09-28,577,365+ Days
P016,KOL001,148,49,32,277,97829,D04,Radiator RD-250,Cooling,JCB,2023-09-28,577,365+ Days
P016,AHM001,95,33,25,164,110893,D04,Radiator RD-250,Cooling,JCB,2023-09-28,577,365+ Days
P017,DEL001,243,93,72,479,112971,B15,Fan Belt FB-30,Belts,Tata Hitachi,2023-12-11,503,365+ Days
P017,PUN001,206,63,56,331,104847,F06,Fan Belt FB-30,Belts,Tata Hitachi,2023-12-11,503,365+ Days
P017,CHN001,178,59,45,300,106266,C15,Fan Belt FB-30,Belts,Tata Hitachi,2023-12-11,503,365+ Days
P017,HYD001,88,26,23,172,117058,F05,Fan Belt FB-30,Belts,Tata Hitachi,2023-12-11,503,365+ Days
P017,KOL001,208,72,56,344,108003,B06,Fan Belt FB-30,Belts,Tata Hitachi,2023-12-11,503,365+ Days
P017,AHM001,276,99,82,542,109921,E01,Fan Belt FB-30,Belts,Tata Hitachi,2023-12-11,503,365+ Days
P018,DEL001,282,106,74,508,114627,D12,Wheel Rim WR-24,Undercarriage,CAT,2024-02-20,432,365+ Days
P018,PUN001,155,55,41,293,111530,A10,Wheel Rim WR-24,Undercarriage,CAT,2024-02-20,432,365+ Days
P018,CHN001,283,98,74,564,113318,A15,Wheel Rim WR-24,Undercarriage,CAT,2024-02-20,432,365+ Days
P018,HYD001,210,78,58,322,112953,E13,Wheel Rim WR-24,Undercarriage,CAT,2024-02-20,432,365+ Days
P018,KOL001,161,59,42,284,96607,B03,Wheel Rim WR-24,Undercarriage,CAT,2024-02-20,432,365+ Days
P018,AHM001,262,89,64,438,101420,F08,Wheel Rim WR-24,Undercarriage,CAT,2024-02-20,432,365+ Days
P019,DEL001,125,37,27,208,118200,D07,Swing Motor SWM-350,Hydraulic,Volvo,2024-05-03,359,181-365 Days
P019,PUN001,116,36,27,207,109388,C04,Swing Motor SWM-350,Hydraulic,Volvo,2024-05-03,359,181-365 Days
P019,CHN001,287,86,66,566,100413,D20,Swing Motor SWM-350,Hydraulic,Volvo,2024-05-03,359,181-365 Days
P019,HYD001,209,81,49,350,100008,D17,Swing Motor SWM-350,Hydraulic,Volvo,2024-05-03,359,181-365 Days
P019,KOL001,92,30,22,141,88853,E11,Swing Motor SWM-350,Hydraulic,Volvo,2024-05-03,359,181-365 Days
P019,AHM001,217,85,46,378,105387,A03,Swing Motor SWM-350,Hydraulic,Volvo,2024-05-03,359,181-365 Days
P020,DEL001,91,31,24,140,104360,A07,Pivot Pin PP-12,Pins & Bushes,JCB,2024-07-19,282,181-365 Days
P020,PUN001,80,24,16,140,102734,E12,Pivot Pin PP-12,Pins & Bushes,JCB,2024-07-19,282,181-365 Days
P020,CHN001,300,105,84,454,113260,F01,Pivot Pin PP-12,Pins & Bushes,JCB,2024-07-19,282,181-365 Days
P020,HYD001,161,64,46,273,102636,A15,Pivot Pin PP-12,Pins & Bushes,JCB,2024-07-19,282,181-365 Days
P020,KOL001,182,61,53,355,99570,D07,Pivot Pin PP-12,Pins & Bushes,JCB,2024-07-19,282,181-365 Days
P020,AHM001,142,54,28,270,102706,F16,Pivot Pin PP-12,Pins & Bushes,JCB,2024-07-19,282,181-365 Days
P021,DEL001,152,59,40,257,115902,F08,Boom Cylinder BC-400,Hydraulic,Komatsu,2024-09-30,209,181-365 Days
P021,PUN001,159,59,32,287,105385,C11,Boom Cylinder BC-400,Hydraulic,Komatsu,2024-09-30,209,181-365 Days
P021,CHN001,189,71,40,319,100867,C11,Boom Cylinder BC-400,Hydraulic,Komatsu,2024-09-30,209,181-365 Days
P021,HYD001,153,56,36,263,99466,F08,Boom Cylinder BC-400,Hydraulic,Komatsu,2024-09-30,209,181-365 Days
P021,KOL001,280,102,69,485,100829,C14,Boom Cylinder BC-400,Hydraulic,Komatsu,2024-09-30,209,181-365 Days
P021,AHM001,293,110,60,554,108168,E10,Boom Cylinder BC-400,Hydraulic,Komatsu,2024-09-30,209,181-365 Days
P022,DEL001,187,68,41,315,110752,E20,Control Valve CV-75,Hydraulic,CAT,2024-11-22,156,91-180 Days
P022,PUN001,299,119,60,487,111353,B16,Control Valve CV-75,Hydraulic,CAT,2024-11-22,156,91-180 Days
P022,CHN001,138,44,31,227,109061,A02,Control Valve CV-75,Hydraulic,CAT,2024-11-22,156,91-180 Days
P022,HYD001,140,46,33,226,112997,F19,Control Valve CV-75,Hydraulic,CAT,2024-11-22,156,91-180 Days
P022,KOL001,265,105,65,513,99690,A01,Control Valve CV-75,Hydraulic,CAT,2024-11-22,156,91-180 Days
P022,AHM001,156,54,37,254,103495,E03,Control Valve CV-75,Hydraulic,CAT,2024-11-22,156,91-180 Days
P023,DEL001,186,73,49,313,113718,B18,Idler Wheel IW-55,Undercarriage,Volvo,2025-01-15,102,91-180 Days
P023,PUN001,115,40,26,198,108328,A10,Idler Wheel IW-55,Undercarriage,Volvo,2025-01-15,102,91-180 Days
P023,CHN001,149,53,40,231,107267,B12,Idler Wheel IW-55,Undercarriage,Volvo,2025-01-15,102,91-180 Days
P023,HYD001,82,31,16,134,105798,C14,Idler Wheel IW-55,Undercarriage,Volvo,2025-01-15,102,91-180 Days
P023,KOL001,141,49,30,273,111851,D12,Idler Wheel IW-55,Undercarriage,Volvo,2025-01-15,102,91-180 Days
P023,AHM001,238,90,50,434,114558,B10,Idler Wheel IW-55,Undercarriage,Volvo,2025-01-15,102,91-180 Days
P024,DEL001,280,99,56,469,116412,A17,Track Roller TR-60,Undercarriage,Tata Hitachi,2025-03-08,50,0-90 Days
P024,PUN001,128,41,31,232,110555,C02,Track Roller TR-60,Undercarriage,Tata Hitachi,2025-03-08,50,0-90 Days
P024,CHN001,119,44,27,204,107215,D14,Track Roller TR-60,Undercarriage,Tata Hitachi,2025-03-08,50,0-90 Days
P024,HYD001,273,86,66,415,101998,A14,Track Roller TR-60,Undercarriage,Tata Hitachi,2025-03-08,50,0-90 Days
P024,KOL001,155,58,38,242,112198,B18,Track Roller TR-60,Undercarriage,Tata Hitachi,2025-03-08,50,0-90 Days
P024,AHM001,268,104,58,425,107810,C07,Track Roller TR-60,Undercarriage,Tata Hitachi,2025-03-08,50,0-90 Days
P025,DEL001,180,54,49,310,109936,F11,Cabin Glass CG-20,Cabin,JCB,2025-04-27,0,0-90 Days
P025,PUN001,191,68,45,300,110083,A15,Cabin Glass CG-20,Cabin,JCB,2025-04-27,0,0-90 Days
P025,CHN001,300,112,85,564,110058,B12,Cabin Glass CG-20,Cabin,JCB,2025-04-27,0,0-90 Days
P025,HYD001,83,26,21,133,113613,B16,Cabin Glass CG-20,Cabin,JCB,2025-04-27,0,0-90 Days
P025,KOL001,290,113,84,499,110579,C08,Cabin Glass CG-20,Cabin,JCB,2025-04-27,0,0-90 Days
P025,AHM001,165,64,44,328,97512,F08,Cabin Glass CG-20,Cabin,JCB,2025-04-27,0,0-90 Days
P026,DEL001,96,28,22,186,103678,C13,Grease Cartridge GC-5,Lubricants,Generic,2020-04-02,1851,365+ Days
P026,PUN001,112,36,33,189,105190,B09,Grease Cartridge GC-5,Lubricants,Generic,2020-04-02,1851,365+ Days
P026,CHN001,113,36,33,181,108895,A03,Grease Cartridge GC-5,Lubricants,Generic,2020-04-02,1851,365+ Days
P026,HYD001,203,75,54,314,108348,E17,Grease Cartridge GC-5,Lubricants,Generic,2020-04-02,1851,365+ Days
P026,KOL001,240,74,59,445,101412,A06,Grease Cartridge GC-5,Lubricants,Generic,2020-04-02,1851,365+ Days
P026,AHM001,263,89,65,445,103793,E03,Grease Cartridge GC-5,Lubricants,Generic,2020-04-02,1851,365+ Days
P027,DEL001,98,31,26,193,106775,C04,O-Ring Set OR-50,Seals,Generic,2021-09-14,1321,365+ Days
P027,PUN001,214,70,58,376,112683,C02,O-Ring Set OR-50,Seals,Generic,2021-09-14,1321,365+ Days
P027,CHN001,84,33,19,133,97973,F12,O-Ring Set OR-50,Seals,Generic,2021-09-14,1321,365+ Days
P027,HYD001,123,46,29,211,104746,B02,O-Ring Set OR-50,Seals,Generic,2021-09-14,1321,365+ Days
P027,KOL001,210,79,54,385,100477,F20,O-Ring Set OR-50,Seals,Generic,2021-09-14,1321,365+ Days
P027,AHM001,151,51,33,294,108337,F10,O-Ring Set OR-50,Seals,Generic,2021-09-14,1321,365+ Days
P028,DEL001,207,81,58,353,106744,C01,Light Assembly LA-18,Electrical,Generic,2022-02-18,1164,365+ Days
P028,PUN001,279,100,56,522,105401,B17,Light Assembly LA-18,Electrical,Generic,2022-02-18,1164,365+ Days
P028,CHN001,120,43,29,198,103464,E04,Light Assembly LA-18,Electrical,Generic,2022-02-18,1164,365+ Days
P028,HYD001,129,47,37,199,102248,E08,Light Assembly LA-18,Electrical,Generic,2022-02-18,1164,365+ Days
P028,KOL001,254,76,75,437,104851,B09,Light Assembly LA-18,Electrical,Generic,2022-02-18,1164,365+ Days
P028,AHM001,212,78,57,368,101538,F04,Light Assembly LA-18,Electrical,Generic,2022-02-18,1164,365+ Days
P029,DEL001,98,33,27,174,108622,E17,Pressure Sensor PS-90,Sensors,CAT,2023-01-09,839,365+ Days
P029,PUN001,115,40,28,225,109429,C10,Pressure Sensor PS-90,Sensors,CAT,2023-01-09,839,365+ Days
P029,CHN001,97,33,27,173,101572,F11,Pressure Sensor PS-90,Sensors,CAT,2023-01-09,839,365+ Days
P029,HYD001,192,76,55,324,112739,F08,Pressure Sensor PS-90,Sensors,CAT,2023-01-09,839,365+ Days
P029,KOL001,150,57,40,299,105010,F06,Pressure Sensor PS-90,Sensors,CAT,2023-01-09,839,365+ Days
P029,AHM001,140,49,40,267,97606,D10,Pressure Sensor PS-90,Sensors,CAT,2023-01-09,839,365+ Days
P030,DEL001,184,64,53,336,103131,E17,Fuel Pump FP-350,Engine,Volvo,2024-08-21,249,181-365 Days
P030,PUN001,147,52,35,283,112388,A05,Fuel Pump FP-350,Engine,Volvo,2024-08-21,249,181-365 Days
P030,CHN001,125,46,28,246,105447,F19,Fuel Pump FP-350,Engine,Volvo,2024-08-21,249,181-365 Days
P030,HYD001,162,53,40,268,104611,D14,Fuel Pump FP-350,Engine,Volvo,2024-08-21,249,181-365 Days
P030,KOL001,199,73,43,365,103465,C10,Fuel Pump FP-350,Engine,Volvo,2024-08-21,249,181-365 Days
P030,AHM001,134,46,40,231,103248,D06,Fuel Pump FP-350,Engine,Volvo,2024-08-21,249,181-365 Days
