product_id,branch_id,opening_stock,reorder_level,safety_stock,max_stock,current_stock,warehouse_bin,product_name,category,brand,criticality_level,stock_above_reorder,stock_above_safety,stock_health_status
P017,HYD001,88,26,23,172,117058,F05,Fan Belt FB-30,Belts,Tata Hitachi,Medium,117032,117035,Overstock
P017,KOL001,208,72,56,344,108003,B06,Fan Belt FB-30,Belts,Tata Hitachi,Medium,107931,107947,Overstock
P017,AHM001,276,99,82,542,109921,E01,Fan Belt FB-30,Belts,Tata Hitachi,Medium,109822,109839,Overstock
P018,DEL001,282,106,74,508,114627,D12,Wheel Rim WR-24,Undercarriage,CAT,High,114521,114553,Overstock
P018,PUN001,155,55,41,293,111530,A10,Wheel Rim WR-24,Undercarriage,CAT,High,111475,111489,Overstock
P018,CHN001,283,98,74,564,113318,A15,Wheel Rim WR-24,Undercarriage,CAT,High,113220,113244,Overstock
P018,HYD001,210,78,58,322,112953,E13,Wheel Rim WR-24,Undercarriage,CAT,High,112875,112895,Overstock
P018,KOL001,161,59,42,284,96607,B03,Wheel Rim WR-24,Undercarriage,CAT,High,96548,96565,Overstock
P018,AHM001,262,89,64,438,101420,F08,Wheel Rim WR-24,Undercarriage,CAT,High,101331,101356,Overstock
P019,DEL001,125,37,27,208,118200,D07,Swing Motor SWM-350,Hydraulic,Volvo,High,118163,118173,Overstock
P019,PUN001,116,36,27,207,109388,C04,Swing Motor SWM-350,Hydraulic,Volvo,High,109352,109361,Overstock
P019,CHN001,287,86,66,566,100413,D20,Swing Motor SWM-350,Hydraulic,Volvo,High,100327,100347,Overstock
P019,HYD001,209,81,49,350,100008,D17,Swing Motor SWM-350,Hydraulic,Volvo,High,99927,99959,Overstock
P019,KOL001,92,30,22,141,88853,E11,Swing Motor SWM-350,Hydraulic,Volvo,High,88823,88831,Overstock
P019,AHM001,217,85,46,378,105387,A03,Swing Motor SWM-350,Hydraulic,Volvo,High,105302,105341,Overstock
P020,DEL001,91,31,24,140,104360,A07,Pivot Pin PP-12,Pins & Bushes,JCB,Medium,104329,104336,Overstock
P020,PUN001,80,24,16,140,102734,E12,Pivot Pin PP-12,Pins & Bushes,JCB,Medium,102710,102718,Overstock
P020,CHN001,300,105,84,454,113260,F01,Pivot Pin PP-12,Pins & Bushes,JCB,Medium,113155,113176,Overstock
P020,HYD001,161,64,46,273,102636,A15,Pivot Pin PP-12,Pins & Bushes,JCB,Medium,102572,102590,Overstock
P020,KOL001,182,61,53,355,99570,D07,Pivot Pin PP-12,Pins & Bushes,JCB,Medium,99509,99517,Overstock
P020,AHM001,142,54,28,270,102706,F16,Pivot Pin PP-12,Pins & Bushes,JCB,Medium,102652,102678,Overstock
P021,DEL001,152,59,40,257,115902,F08,Boom Cylinder BC-400,Hydraulic,Komatsu,High,115843,115862,Overstock
P021,PUN001,159,59,32,287,105385,C11,Boom Cylinder BC-400,Hydraulic,Komatsu,High,105326,105353,Overstock
P021,CHN001,189,71,40,319,100867,C11,Boom Cylinder BC-400,Hydraulic,Komatsu,High,100796,100827,Overstock
P021,HYD001,153,56,36,263,99466,F08,Boom Cylinder BC-400,Hydraulic,Komatsu,High,99410,99430,Overstock
P021,KOL001,280,102,69,485,100829,C14,Boom Cylinder BC-400,Hydraulic,Komatsu,High,100727,100760,Overstock
P021,AHM001,293,110,60,554,108168,E10,Boom Cylinder BC-400,Hydraulic,Komatsu,High,108058,108108,Overstock
P022,DEL001,187,68,41,315,110752,E20,Control Valve CV-75,Hydraulic,CAT,High,110684,110711,Overstock
P022,PUN001,299,119,60,487,111353,B16,Control Valve CV-75,Hydraulic,CAT,High,111234,111293,Overstock
P022,CHN001,138,44,31,227,109061,A02,Control Valve CV-75,Hydraulic,CAT,High,109017,109030,Overstock
P022,HYD001,140,46,33,226,112997,F19,Control Valve CV-75,Hydraulic,CAT,High,112951,112964,Overstock
P022,KOL001,265,105,65,513,99690,A01,Control Valve CV-75,Hydraulic,CAT,High,99585,99625,Overstock
P022,AHM001,156,54,37,254,103495,E03,Control Valve CV-75,Hydraulic,CAT,High,103441,103458,Overstock
P023,DEL001,186,73,49,313,113718,B18,Idler Wheel IW-55,Undercarriage,Volvo,High,113645,113669,Overstock
P023,PUN001,115,40,26,198,108328,A10,Idler Wheel IW-55,Undercarriage,Volvo,High,108288,108302,Overstock
P023,CHN001,149,53,40,231,107267,B12,Idler Wheel IW-55,Undercarriage,Volvo,High,107214,107227,Overstock
P023,HYD001,82,31,16,134,105798,C14,Idler Wheel IW-55,Undercarriage,Volvo,High,105767,105782,Overstock
P023,KOL001,141,49,30,273,111851,D12,Idler Wheel IW-55,Undercarriage,Volvo,High,111802,111821,Overstock
P023,AHM001,238,90,50,434,114558,B10,Idler Wheel IW-55,Undercarriage,Volvo,High,114468,114508,Overstock
P024,DEL001,280,99,56,469,116412,A17,Track Roller TR-60,Undercarriage,Tata Hitachi,High,116313,116356,Overstock
P024,PUN001,128,41,31,232,110555,C02,Track Roller TR-60,Undercarriage,Tata Hitachi,High,110514,110524,Overstock
P024,CHN001,119,44,27,204,107215,D14,Track Roller TR-60,Undercarriage,Tata Hitachi,High,107171,107188,Overstock
P024,HYD001,273,86,66,415,101998,A14,Track Roller TR-60,Undercarriage,Tata Hitachi,High,101912,101932,Overstock
P024,KOL001,155,58,38,242,112198,B18,Track Roller TR-60,Undercarriage,Tata Hitachi,High,112140,112160,Overstock
P024,AHM001,268,104,58,425,107810,C07,Track Roller TR-60,Undercarriage,Tata Hitachi,High,107706,107752,Overstock
P025,DEL001,180,54,49,310,109936,F11,Cabin Glass CG-20,Cabin,JCB,Medium,109882,109887,Overstock
P025,PUN001,191,68,45,300,110083,A15,Cabin Glass CG-20,Cabin,JCB,Medium,110015,110038,Overstock
P025,CHN001,300,112,85,564,110058,B12,Cabin Glass CG-20,Cabin,JCB,Medium,109946,109973,Overstock
P025,HYD001,83,26,21,133,113613,B16,Cabin Glass CG-20,Cabin,JCB,Medium,113587,113592,Overstock
P025,KOL001,290,113,84,499,110579,C08,Cabin Glass CG-20,Cabin,JCB,Medium,110466,110495,Overstock
P025,AHM001,165,64,44,328,97512,F08,Cabin Glass CG-20,Cabin,JCB,Medium,97448,97468,Overstock
P026,DEL001,96,28,22,186,103678,C13,Grease Cartridge GC-5,Lubricants,Generic,Low,103650,103656,Overstock
P026,PUN001,112,36,33,189,105190,B09,Grease Cartridge GC-5,Lubricants,Generic,Low,105154,105157,Overstock
P026,CHN001,113,36,33,181,108895,A03,Grease Cartridge GC-5,Lubricants,Generic,Low,108859,108862,Overstock
P026,HYD001,203,75,54,314,108348,E17,Grease Cartridge GC-5,Lubricants,Generic,Low,108273,108294,Overstock
P026,KOL001,240,74,59,445,101412,A06,Grease Cartridge GC-5,Lubricants,Generic,Low,101338,101353,Overstock
P026,AHM001,263,89,65,445,103793,E03,Grease Cartridge GC-5,Lubricants,Generic,Low,103704,103728,Overstock
P027,DEL001,98,31,26,193,106775,C04,O-Ring Set OR-50,Seals,Generic,Low,106744,106749,Overstock
P027,PUN001,214,70,58,376,112683,C02,O-Ring Set OR-50,Seals,Generic,Low,112613,112625,Overstock
P027,CHN001,84,33,19,133,97973,F12,O-Ring Set OR-50,Seals,Generic,Low,97940,97954,Overstock
P027,HYD001,123,46,29,211,104746,B02,O-Ring Set OR-50,Seals,Generic,Low,104700,104717,Overstock
P027,KOL001,210,79,54,385,100477,F20,O-Ring Set OR-50,Seals,Generic,Low,100398,100423,Overstock
P027,AHM001,151,51,33,294,108337,F10,O-Ring Set OR-50,Seals,Generic,Low,108286,108304,Overstock
P028,DEL001,207,81,58,353,106744,C01,Light Assembly LA-18,Electrical,Generic,Medium,106663,106686,Overstock
P028,PUN001,279,100,56,522,105401,B17,Light Assembly LA-18,Electrical,Generic,Medium,105301,105345,Overstock
P028,CHN001,120,43,29,198,103464,E04,Light Assembly LA-18,Electrical,Generic,Medium,103421,103435,Overstock
P028,HYD001,129,47,37,199,102248,E08,Light Assembly LA-18,Electrical,Generic,Medium,102201,102211,Overstock
P028,KOL001,254,76,75,437,104851,B09,Light Assembly LA-18,Electrical,Generic,Medium,104775,104776,Overstock
P028,AHM001,212,78,57,368,101538,F04,Light Assembly LA-18,Electrical,Generic,Medium,101460,101481,Overstock
P029,DEL001,98,33,27,174,108622,E17,Pressure Sensor PS-90,Sensors,CAT,Medium,108589,108595,Overstock
P029,PUN001,115,40,28,225,109429,C10,Pressure Sensor PS-90,Sensors,CAT,Medium,109389,109401,Overstock
P029,CHN001,97,33,27,173,101572,F11,Pressure Sensor PS-90,Sensors,CAT,Medium,101539,101545,Overstock
P029,HYD001,192,76,55,324,112739,F08,Pressure Sensor PS-90,Sensors,CAT,Medium,112663,112684,Overstock
P029,KOL001,150,57,40,299,105010,F06,Pressure Sensor PS-90,Sensors,CAT,Medium,104953,104970,Overstock
P029,AHM001,140,49,40,267,97606,D10,Pressure Sensor PS-90,Sensors,CAT,Medium,97557,97566,Overstock
P030,DEL001,184,64,53,336,103131,E17,Fuel Pump FP-350,Engine,Volvo,High,103067,103078,Overstock
P030,PUN001,147,52,35,283,112388,A05,Fuel Pump FP-350,Engine,Volvo,High,112336,112353,Overstock
P030,CHN001,125,46,28,246,105447,F19,Fuel Pump FP-350,Engine,Volvo,High,105401,105419,Overstock
P030,HYD001,162,53,40,268,104611,D14,Fuel Pump FP-350,Engine,Volvo,High,104558,104571,Overstock
P030,KOL001,199,73,43,365,103465,C10,Fuel Pump FP-350,Engine,Volvo,High,103392,103422,Overstock
P030,AHM001,134,46,40,231,103248,D06,Fuel Pump FP-350,Engine,Volvo,High,103202,103208,Overstock
